Word,Documents
livre,"[(33, 1), (36, 4), (59, 1), (60, 1), (73, 7)]"
capaz,"[(33, 1)]"
abandonar,"[(33, 1)]"
articulado,"[(33, 1)]"
torno,"[(33, 1), (38, 2)]"
compensada,"[(33, 1)]"
favoráveis,"[(33, 1), (59, 1)]"
temas,"[(33, 1), (34, 1), (55, 1)]"
adotados,"[(33, 1)]"
pacote,"[(33, 1)]"
sabe,"[(34, 1), (59, 1)]"
comunistas,"[(34, 1)]"
morrer,"[(34, 1), (37, 6)]"
sei,"[(34, 1), (37, 8), (45, 1)]"
patriota,"[(34, 1)]"
cláudio,"[(34, 11)]"
convidado,"[(34, 1)]"
coronel,"[(34, 1)]"
perdigão,"[(34, 2)]"
freddie,"[(34, 1)]"
compor,"[(34, 2)]"
operação,"[(34, 6), (48, 1), (50, 1), (60, 1), (63, 1)]"
radar,"[(34, 2)]"
executou,"[(34, 1)]"
militantes,"[(34, 3), (59, 1), (66, 2)]"
comunista,"[(34, 2), (43, 1), (51, 2), (56, 1)]"
pcb,"[(34, 2)]"
delegado,"[(34, 2)]"
pastor,"[(34, 4)]"
confessa,"[(34, 2), (43, 1)]"
crimes,"[(34, 6), (51, 1)]"
cometidos,"[(34, 1)]"
minutos,"[(34, 1)]"
documentada,"[(34, 1)]"
diretora,"[(34, 3)]"
beth,"[(34, 2)]"
formaggini,"[(34, 2)]"
filme,"[(34, 11), (35, 5)]"
estreou,"[(34, 1), (35, 1)]"
relata,"[(34, 1), (35, 1), (45, 1), (52, 1), (59, 2)]"
execuções,"[(34, 1)]"
corpos,"[(34, 3)]"
torturados,"[(34, 1)]"
incinerados,"[(34, 1)]"
prefere,"[(34, 1)]"
inicia,"[(34, 1), (36, 1)]"
portando,"[(34, 1)]"
bíblia,"[(34, 1)]"
mãos,"[(34, 1)]"
senhor,"[(34, 1), (71, 2)]"
cabelos,"[(34, 1)]"
brancos,"[(34, 1)]"
começou,"[(34, 2)]"
cometer,"[(34, 1)]"
atrocidades,"[(34, 1)]"
ditatorial,"[(34, 1)]"
conduzida,"[(34, 1)]"
psicólogo,"[(34, 3)]"
militante,"[(34, 1)]"
direitos,"[(34, 5), (51, 1)]"
humanos,"[(34, 3), (51, 1)]"
passos,"[(34, 1)]"
esforça,"[(34, 1)]"
entender,"[(34, 1), (35, 1), (38, 3), (59, 1), (66, 1)]"
mente,"[(34, 1)]"
proporcionava,"[(34, 1)]"
sensação,"[(34, 1)]"
superioridade,"[(34, 1)]"
matar,"[(34, 1), (59, 1)]"
envolvidas,"[(34, 1)]"
militância,"[(34, 1), (63, 1), (73, 1)]"
queimar,"[(34, 1)]"
torturadas,"[(34, 1)]"
doi,"[(34, 1)]"
codi,"[(34, 1)]"
usina,"[(34, 1)]"
campos,"[(34, 2)]"
rio,"[(34, 3), (37, 1), (40, 1), (59, 3), (73, 2)]"
desaparecimento,"[(34, 1)]"
diversos,"[(34, 2)]"
presos,"[(34, 1), (49, 1), (63, 1)]"
chumbo,"[(34, 1), (37, 2), (44, 1), (45, 1)]"
muitas,"[(34, 2), (38, 1), (52, 1)]"
respostas,"[(34, 1)]"
lançamento,"[(34, 1)]"
memórias,"[(34, 2)]"
suja,"[(34, 1)]"
narra,"[(34, 1), (52, 1)]"
episódios,"[(34, 1)]"
repressão,"[(34, 1), (44, 1)]"
beneficiado,"[(34, 1)]"
anistia,"[(34, 1), (69, 1)]"
punido,"[(34, 1)]"
cometeu,"[(34, 1)]"
incinerar,"[(34, 1)]"
joão,"[(34, 2), (39, 1), (51, 1), (56, 1), (70, 1)]"
batista,"[(34, 1)]"
rita,"[(34, 1)]"
joaquim,"[(34, 1)]"
pires,"[(34, 1)]"
cerveira,"[(34, 1)]"
ana,"[(34, 1)]"
rosa,"[(34, 1), (59, 1)]"
kucinski,"[(34, 1)]"
davi,"[(34, 1), (53, 3)]"
capistrano,"[(34, 1)]"
massena,"[(34, 1)]"
fernando,"[(34, 1), (36, 1), (68, 1), (73, 1)]"
augusto,"[(34, 1), (62, 1)]"
cruz,"[(34, 1)]"
collier,"[(34, 1)]"
filho,"[(34, 2), (62, 1), (68, 1), (70, 1)]"
roman,"[(34, 1), (64, 3)]"
luiz,"[(34, 1), (35, 1), (36, 1), (55, 1), (59, 1), (64, 1), (66, 1)]"
ignácio,"[(34, 1)]"
maranhão,"[(34, 1)]"
armando,"[(34, 1)]"
teixeira,"[(34, 1), (56, 1)]"
frutuoso,"[(34, 1)]"
thomaz,"[(34, 1)]"
ant,"[(34, 1)]"
meirelles,"[(34, 1)]"
resgatar,"[(34, 1)]"
memória,"[(34, 1), (49, 1)]"
sombria,"[(34, 1)]"
formato,"[(34, 1)]"
surge,"[(34, 1)]"
vou,"[(34, 1), (37, 3), (55, 1), (59, 2), (63, 1)]"
ivanilda,"[(34, 4)]"
veloso,"[(34, 2), (42, 1), (43, 1)]"
viúva,"[(34, 1)]"
itair,"[(34, 1)]"
personagem,"[(34, 3)]"
longa,"[(34, 1), (66, 1)]"
diário,"[(34, 1)]"
marido,"[(34, 4), (59, 2)]"
assassinado,"[(34, 1)]"
participou,"[(34, 1), (63, 1)]"
atuou,"[(34, 1)]"
assassinando,"[(34, 1)]"
incinerando,"[(34, 1)]"
assassinados,"[(34, 1)]"
dentro,"[(34, 1), (37, 2), (38, 1), (66, 1)]"
procuro,"[(34, 1), (37, 2)]"
falo,"[(34, 1)]"
saiba,"[(34, 1)]"
desaparecido,"[(34, 1), (37, 1)]"
buscando,"[(34, 1)]"
assassinato,"[(34, 1)]"
localização,"[(34, 1)]"
corpo,"[(34, 4), (37, 1)]"
apaixonada,"[(34, 1)]"
perguntei,"[(34, 1)]"
topava,"[(34, 1)]"
gravar,"[(34, 1)]"
pergunta,"[(34, 2), (37, 1), (38, 1)]"
pego,"[(34, 1)]"
trechos,"[(34, 1)]"
algum,"[(34, 1)]"
indício,"[(34, 1)]"
encontra,"[(34, 1), (35, 1)]"
ajudá,"[(34, 1)]"
matou,"[(34, 1)]"
morreu,"[(34, 1)]"
enterrado,"[(34, 1)]"
usou,"[(34, 1)]"
depoimento,"[(34, 2)]"
marival,"[(34, 1)]"
chaves,"[(34, 1)]"
projetado,"[(34, 1)]"
estúdio,"[(34, 1)]"
jogado,"[(34, 1)]"
avaré,"[(34, 1)]"
infelizmente,"[(34, 1)]"
sabendo,"[(34, 1), (59, 1)]"
matérias,"[(34, 1)]"
cinema,"[(34, 1)]"
odeon,"[(34, 1)]"
emocionado,"[(34, 1)]"
descobriu,"[(34, 1)]"
amigo,"[(34, 1), (50, 1)]"
incinerado,"[(34, 1)]"
desaparecimentos,"[(34, 2), (44, 1)]"
crime,"[(34, 2)]"
ocultação,"[(34, 1)]"
cadáveres,"[(34, 1)]"
termina,"[(34, 1)]"
esperando,"[(34, 1)]"
volta,"[(34, 1), (60, 2)]"
queria,"[(34, 1)]"
agente,"[(34, 1)]"
violador,"[(34, 1)]"
anunciando,"[(34, 1)]"
próprias,"[(34, 1)]"
violações,"[(34, 1), (51, 1)]"
relato,"[(34, 1)]"
pensar,"[(34, 3), (37, 1), (63, 1)]"
desaparecendo,"[(34, 1)]"
assassinadas,"[(34, 1), (49, 1)]"
proteger,"[(34, 1)]"
cidadão,"[(34, 1)]"
escreveram,"[(34, 1)]"
cheguei,"[(34, 1)]"
concordou,"[(34, 1)]"
difícil,"[(34, 1)]"
conversa,"[(34, 2), (43, 1)]"
mantém,"[(34, 1)]"
vivo,"[(34, 1), (38, 1)]"
contou,"[(34, 1), (51, 2), (59, 2)]"
relatar,"[(34, 1), (55, 1)]"
ponta,"[(34, 1)]"
iceberg,"[(34, 1)]"
escolheu,"[(34, 1)]"
fatos,"[(34, 1), (49, 1)]"
contar,"[(34, 1), (37, 1)]"
diferença,"[(34, 1)]"
nuances,"[(34, 1)]"
gosto,"[(34, 1)]"
medo,"[(34, 1), (37, 1), (60, 2), (70, 1)]"
escuta,"[(34, 1)]"
compreenda,"[(34, 1)]"
palavras,"[(34, 1), (42, 1)]"
refletir,"[(34, 1)]"
marielle,"[(34, 1), (59, 1)]"
hipótese,"[(34, 1)]"
incriminar,"[(34, 1)]"
isolada,"[(34, 1)]"
recebia,"[(34, 1)]"
matava,"[(34, 1)]"
incinerava,"[(34, 1)]"
pagava,"[(34, 2)]"
existem,"[(34, 1)]"
práticas,"[(34, 1)]"
pagando,"[(34, 1)]"
financia,"[(34, 1)]"
piorem,"[(34, 1)]"
flexibilizando,"[(34, 1)]"
trabalhistas,"[(34, 1)]"
consiga,"[(34, 1)]"
minimamente,"[(34, 1)]"
resistir,"[(34, 1), (49, 1)]"
rearticulando,"[(34, 1)]"
impeachment,"[(34, 1), (59, 3)]"
presidenta,"[(34, 1), (58, 1), (66, 4), (73, 1)]"
dilma,"[(34, 1), (59, 4), (66, 5)]"
ruralistas,"[(34, 1)]"
indígenas,"[(34, 1), (49, 1)]"
quilombolas,"[(34, 1)]"
estimula,"[(34, 1)]"
negros,"[(34, 1)]"
lgbts,"[(34, 1)]"
retrocesso,"[(34, 1), (59, 1)]"
presente,"[(34, 1), (66, 1)]"
impregnado,"[(34, 1)]"
desse,"[(34, 1), (35, 1), (38, 2), (59, 1), (66, 1), (67, 1)]"
pararmos,"[(34, 1)]"
obrigação,"[(34, 1), (51, 1)]"
conversar,"[(34, 1), (59, 1), (66, 1)]"
tema,"[(34, 1), (55, 2), (66, 1), (73, 3)]"
duro,"[(34, 1), (71, 2)]"
claramente,"[(34, 1), (51, 1)]"
conversando,"[(34, 1)]"
inimigo,"[(34, 1)]"
complexo,"[(34, 2)]"
converteu,"[(34, 1)]"
querer,"[(34, 1)]"
arquivo,"[(34, 1), (35, 1)]"
gavetinha,"[(34, 1)]"
trazer,"[(34, 1), (38, 2)]"
luz,"[(34, 1), (35, 1), (37, 2), (70, 1)]"
véu,"[(34, 1)]"
encobrindo,"[(34, 1)]"
geralmente,"[(34, 1)]"
mata,"[(34, 1)]"
indiscriminada,"[(34, 1)]"
coloca,"[(34, 1), (37, 1), (38, 1), (66, 1)]"
auto,"[(34, 1)]"
governador,"[(34, 1), (63, 1)]"
abater,"[(34, 1)]"
marginais,"[(34, 1)]"
gado,"[(34, 1)]"
experiência,"[(34, 1)]"
dura,"[(34, 2)]"
lidar,"[(34, 1)]"
trabalhar,"[(34, 1), (38, 1)]"
curta,"[(35, 1)]"
documental,"[(35, 1)]"
longe,"[(35, 4)]"
aborda,"[(35, 1)]"
inácio,"[(35, 1), (36, 1), (59, 1), (64, 1), (66, 1)]"
lula,"[(35, 5), (36, 7), (43, 1), (50, 1), (55, 3), (57, 4), (59, 4), (60, 1), (63, 1), (64, 2), (66, 2), (73, 12)]"
silva,"[(35, 1), (36, 1), (59, 1), (64, 1), (66, 1)]"
levado,"[(35, 1), (37, 5), (45, 2)]"
curitiba,"[(35, 1), (36, 1), (61, 1), (73, 1)]"
exibido,"[(35, 1)]"
festival,"[(35, 3), (44, 1)]"
cinélatino,"[(35, 1)]"
rencontres,"[(35, 1)]"
toulouse,"[(35, 1)]"
dirigido,"[(35, 1)]"
rená,"[(35, 1)]"
tardin,"[(35, 3)]"
produzido,"[(35, 1)]"
felipe,"[(35, 1), (68, 1)]"
haurelhuk,"[(35, 2)]"
compõe,"[(35, 1)]"
sessão,"[(35, 1), (37, 1), (55, 1), (57, 1), (68, 1)]"
curtas,"[(35, 1)]"
documentais,"[(35, 1)]"
intitulada,"[(35, 1)]"
social,"[(35, 1), (36, 2), (37, 2), (49, 2), (50, 1), (60, 1), (66, 3), (68, 2), (73, 1)]"
eventos,"[(35, 2), (51, 1), (59, 2)]"
desenrolaram,"[(35, 1)]"
bernardo,"[(35, 2)]"
campo,"[(35, 1)]"
decide,"[(35, 1)]"
metalúrgicos,"[(35, 2)]"
abc,"[(35, 2)]"
decretação,"[(35, 1)]"
juiz,"[(35, 1), (48, 1), (50, 1), (59, 1), (60, 2)]"
sergio,"[(35, 1), (50, 1)]"
moro,"[(35, 1), (50, 3), (60, 2), (65, 2)]"
prenunciavam,"[(35, 1)]"
ruptura,"[(35, 1)]"
passaria,"[(35, 1)]"
longo,"[(35, 1)]"
culminando,"[(35, 2)]"
eleição,"[(35, 1)]"
notícia,"[(35, 1)]"
pensei,"[(35, 1)]"
logo,"[(35, 1), (64, 1)]"
documentar,"[(35, 1)]"
caminhando,"[(35, 1)]"
paradigmas,"[(35, 1)]"
tentando,"[(35, 1), (38, 1), (63, 1), (71, 2)]"
acontecendo,"[(35, 1), (59, 1)]"
joga,"[(35, 1), (37, 1)]"
dessas,"[(35, 1)]"
exibição,"[(35, 1)]"
obra,"[(35, 1), (38, 1)]"
histórico,"[(35, 1), (59, 3)]"
sábado,"[(35, 1), (36, 1), (62, 1), (66, 1), (73, 1)]"
ocupavam,"[(35, 1)]"
arredores,"[(35, 1)]"
berço,"[(35, 1)]"
escola,"[(35, 1), (66, 1)]"
aprendi,"[(35, 2)]"
sociologia,"[(35, 1), (38, 1)]"
consultava,"[(35, 1)]"
professores,"[(35, 1)]"
referindo,"[(35, 1)]"
convulsão,"[(35, 1)]"
mídia,"[(35, 1), (59, 1), (68, 1)]"
perdeu,"[(35, 1)]"
diálogo,"[(35, 1), (38, 1), (67, 1)]"
esquerdas,"[(35, 1)]"
fria,"[(35, 1), (38, 1), (51, 1)]"
distante,"[(35, 1)]"
parecia,"[(35, 1)]"
ciclo,"[(35, 1)]"
mescla,"[(35, 1)]"
greves,"[(35, 1)]"
lideradas,"[(35, 1)]"
cenas,"[(35, 1), (59, 1)]"
ocorreram,"[(35, 1), (48, 1)]"
históricos,"[(35, 1), (49, 1)]"
perdem,"[(35, 1)]"
automação,"[(35, 1)]"
trabalhador,"[(35, 1), (68, 2)]"
sofre,"[(35, 1), (59, 1)]"
precarização,"[(35, 1)]"
piores,"[(35, 1), (37, 2), (45, 1)]"
avanço,"[(35, 1)]"
tecnologia,"[(35, 1), (62, 3)]"
fábricas,"[(35, 1)]"
símbolo,"[(35, 1)]"
certo,"[(35, 1), (62, 1), (64, 1)]"
esfriamento,"[(35, 2)]"
afastamento,"[(35, 1)]"
certa,"[(35, 1), (60, 1)]"
levando,"[(35, 1)]"
aconteceu,"[(35, 1), (37, 1), (70, 1)]"
quis,"[(35, 1), (44, 1)]"
passar,"[(35, 1), (56, 1), (63, 1)]"
obras,"[(35, 1), (38, 1)]"
leon,"[(35, 1)]"
hirzman,"[(35, 1)]"
neblina,"[(35, 1)]"
alain,"[(35, 1)]"
resnais,"[(35, 1)]"
referências,"[(35, 1)]"
cineastas,"[(35, 1)]"
dezembro,"[(35, 1), (59, 2)]"
havana,"[(35, 1)]"
circuito,"[(35, 1)]"
festivais,"[(35, 1)]"
disponível,"[(35, 1)]"
publicamente,"[(35, 1), (69, 1)]"
internet,"[(35, 1), (63, 1)]"
cientista,"[(36, 2), (38, 2), (64, 2)]"
boaventura,"[(36, 2)]"
sousa,"[(36, 1)]"
colunista,"[(36, 1)]"
gravou,"[(36, 1)]"
chamando,"[(36, 1)]"
atos,"[(36, 2), (44, 1), (66, 2), (73, 1)]"
souza,"[(36, 1)]"
estudos,"[(36, 1), (56, 1), (59, 1)]"
sociais,"[(36, 1), (39, 1), (44, 1), (49, 1), (59, 4), (69, 1), (73, 1)]"
ces,"[(36, 1)]"
coimbra,"[(36, 1)]"
convoca,"[(36, 1)]"
ato,"[(36, 2), (48, 1), (66, 1), (73, 4)]"
divulgou,"[(36, 1), (51, 1)]"
convocação,"[(36, 1), (65, 3)]"
mobilizações,"[(36, 1)]"
populares,"[(36, 2), (66, 1)]"
libertação,"[(36, 1)]"
organizadas,"[(36, 1)]"
coletivo,"[(36, 1)]"
cidades,"[(36, 1)]"
domingo,"[(36, 2), (40, 1), (56, 1), (62, 1), (66, 1), (70, 3), (73, 3)]"
condenação,"[(36, 1), (50, 1), (55, 1), (57, 2)]"
confirmada,"[(36, 1)]"
conhecido,"[(36, 1)]"
triplex,"[(36, 1), (73, 1)]"
guarujá,"[(36, 1), (57, 1), (59, 1), (73, 1)]"
cercado,"[(36, 1)]"
iniciam,"[(36, 1)]"
prefeito,"[(36, 1)]"
haddad,"[(36, 1), (73, 2)]"
caravana,"[(36, 2), (73, 3)]"
alegre,"[(36, 1), (59, 1), (73, 1)]"
seguindo,"[(36, 1)]"
florianópolis,"[(36, 1), (73, 1)]"
chegando,"[(36, 1)]"
movimentos,"[(36, 1), (38, 1), (59, 1), (66, 1), (73, 1)]"
políticas,"[(36, 1), (59, 1)]"
irão,"[(36, 1)]"
realizar,"[(36, 1), (59, 1)]"
articuladas,"[(36, 1)]"
jornada,"[(36, 1)]"
paraná,"[(36, 1), (43, 1), (48, 1), (61, 1), (73, 1)]"
junta,"[(36, 1)]"
esperados,"[(36, 1)]"
organizados,"[(36, 1)]"
ordena,"[(37, 1)]"
celebrarem,"[(37, 1)]"
escrito,"[(37, 1), (45, 1)]"
coelho,"[(37, 1), (45, 1), (73, 1)]"
escreveu,"[(37, 1), (50, 2), (52, 1), (58, 1), (60, 2), (62, 1)]"
relatando,"[(37, 1)]"
torturado,"[(37, 1), (45, 1)]"
homens,"[(37, 2)]"
armados,"[(37, 2), (59, 1)]"
invade,"[(37, 2)]"
apartamento,"[(37, 2), (45, 1), (73, 1)]"
revirar,"[(37, 2)]"
gavetas,"[(37, 2)]"
armários,"[(37, 2)]"
compositor,"[(37, 2), (42, 1), (44, 1)]"
rock,"[(37, 2)]"
dops,"[(37, 3), (45, 1)]"
ordem,"[(37, 2), (42, 1), (55, 1)]"
fichado,"[(37, 2)]"
fotografado,"[(37, 2)]"
retirado,"[(37, 2), (59, 1)]"
espancado,"[(37, 2)]"
ando,"[(37, 2)]"
parece,"[(37, 4), (38, 1), (55, 1)]"
corredor,"[(37, 2)]"
grito,"[(37, 2), (43, 2)]"
ouvindo,"[(37, 2), (62, 1)]"
gritando,"[(37, 2)]"
dizem,"[(37, 4), (45, 1)]"
merece,"[(37, 2)]"
lutando,"[(37, 2)]"
devagar,"[(37, 2)]"
paradoxalmente,"[(37, 2)]"
instinto,"[(37, 2)]"
sobrevivência,"[(37, 2)]"
poucos,"[(37, 2)]"
décadas,"[(37, 2), (38, 1), (45, 1)]"
mencionar,"[(37, 2), (45, 1)]"
torturadores,"[(37, 3), (45, 1)]"
ídolo,"[(37, 2), (45, 1)]"
festejar,"[(37, 2), (45, 1)]"
íntegra,"[(37, 1), (52, 1)]"
publicado,"[(37, 2), (45, 1), (70, 1)]"
gentil,"[(37, 1)]"
acompanhe,"[(37, 1)]"
esclarecer,"[(37, 1)]"
vizinho,"[(37, 1)]"
avisa,"[(37, 1)]"
desespero,"[(37, 1)]"
sabia,"[(37, 1)]"
vivia,"[(37, 1)]"
jornais,"[(37, 1), (70, 1)]"
pergunto,"[(37, 2), (45, 1)]"
fiz,"[(37, 1)]"
ali,"[(37, 2)]"
umas,"[(37, 1)]"
perguntas,"[(37, 3), (38, 2), (45, 1)]"
tolas,"[(37, 1)]"
oficialmente,"[(37, 1)]"
saio,"[(37, 1)]"
homem,"[(37, 2), (43, 2), (59, 1)]"
levara,"[(37, 1)]"
sugere,"[(37, 1)]"
tomemos,"[(37, 1)]"
café,"[(37, 1)]"
juntos,"[(37, 1)]"
escolhe,"[(37, 1)]"
táxi,"[(37, 2)]"
abre,"[(37, 2)]"
gentilmente,"[(37, 1)]"
entro,"[(37, 2)]"
peço,"[(37, 2), (45, 1)]"
pais,"[(37, 4), (70, 1)]"
espero,"[(37, 1)]"
saibam,"[(37, 1)]"
fechado,"[(37, 1), (48, 1)]"
arma,"[(37, 2)]"
puxa,"[(37, 1)]"
caio,"[(37, 2), (45, 1)]"
chão,"[(37, 4), (45, 1)]"
sinto,"[(37, 3)]"
cano,"[(37, 1)]"
nuca,"[(37, 1)]"
hotel,"[(37, 2)]"
diante,"[(37, 1), (61, 1), (70, 1)]"
penso,"[(37, 2)]"
tão,"[(37, 1), (54, 2)]"
catatonia,"[(37, 1)]"
conheço,"[(37, 1)]"
histórias,"[(37, 1)]"
amigos,"[(37, 2)]"
desapareceram,"[(37, 1)]"
visão,"[(37, 1), (56, 1)]"
levanta,"[(37, 1), (49, 1)]"
coloque,"[(37, 2)]"
capuz,"[(37, 7), (45, 1)]"
roda,"[(37, 1)]"
meia,"[(37, 1), (38, 1)]"
hora,"[(37, 1)]"
escolhendo,"[(37, 1)]"
executarem,"[(37, 1)]"
continuo,"[(37, 1), (63, 1)]"
sentir,"[(37, 1)]"
conformado,"[(37, 1)]"
destino,"[(37, 1)]"
sala,"[(37, 4), (38, 1), (45, 1)]"
soleira,"[(37, 3), (45, 2)]"
tropeço,"[(37, 1), (45, 1)]"
consigo,"[(37, 1), (45, 1)]"
empurrem,"[(37, 1), (45, 1)]"
recebo,"[(37, 1), (45, 1)]"
soco,"[(37, 1), (45, 1)]"
mandam,"[(37, 2), (45, 1)]"
tire,"[(37, 1), (45, 1)]"
roupa,"[(37, 1), (45, 1)]"
interrogatório,"[(37, 1), (45, 1)]"
pedem,"[(37, 2), (45, 1), (57, 2)]"
delate,"[(37, 1), (45, 1)]"
ouvi,"[(37, 1), (45, 1)]"
cooperar,"[(37, 1), (45, 1)]"
jogam,"[(37, 1), (45, 1)]"
colocam,"[(37, 1), (45, 1)]"
pés,"[(37, 1), (45, 1)]"
debaixo,"[(37, 1), (45, 1)]"
máquina,"[(37, 1), (45, 1)]"
eletrodos,"[(37, 1), (45, 1)]"
fixados,"[(37, 1), (45, 1)]"
genitais,"[(37, 1), (45, 1)]"
pancadas,"[(37, 1)]"
vêm,"[(37, 1), (43, 1)]"
portanto,"[(37, 1), (55, 1), (63, 1)]"
sequer,"[(37, 2), (58, 1)]"
contrair,"[(37, 1)]"
amortecer,"[(37, 1)]"
levar,"[(37, 1)]"
choques,"[(37, 1)]"
digo,"[(37, 1)]"
precisam,"[(37, 1), (66, 1)]"
confesso,"[(37, 2)]"
quiser,"[(37, 1)]"
assino,"[(37, 2)]"
mandarem,"[(37, 1)]"
contentam,"[(37, 1)]"
desesperado,"[(37, 1)]"
começo,"[(37, 2)]"
arranhar,"[(37, 1)]"
pele,"[(37, 1)]"
tirar,"[(37, 3), (43, 1), (48, 1)]"
pedaços,"[(37, 1)]"
assustado,"[(37, 1)]"
veem,"[(37, 1), (64, 1)]"
coberto,"[(37, 1)]"
sangue,"[(37, 1)]"
escutar,"[(37, 1)]"
bater,"[(37, 1)]"
vejo,"[(37, 1)]"
prova,"[(37, 1), (54, 2), (58, 1), (73, 1)]"
som,"[(37, 1)]"
marcas,"[(37, 1)]"
tiros,"[(37, 1)]"
paredes,"[(37, 1)]"
seguinte,"[(37, 1), (45, 1)]"
tortura,"[(37, 1), (45, 2)]"
mesmas,"[(37, 1)]"
repito,"[(37, 1)]"
desejarem,"[(37, 1)]"
quiserem,"[(37, 1)]"
digam,"[(37, 1)]"
devo,"[(37, 3)]"
confessar,"[(37, 1)]"
ignoram,"[(37, 1)]"
pedidos,"[(37, 1)]"
quantas,"[(37, 1), (52, 1)]"
sessões,"[(37, 1), (45, 1)]"
inferno,"[(37, 1)]"
batem,"[(37, 1)]"
sujeito,"[(37, 1)]"
pega,"[(37, 1)]"
braço,"[(37, 1)]"
constrangido,"[(37, 1)]"
culpa,"[(37, 2)]"
pintada,"[(37, 1)]"
negro,"[(37, 1)]"
condicionado,"[(37, 1)]"
fortíssimo,"[(37, 1)]"
apagam,"[(37, 1)]"
escuridão,"[(37, 1), (70, 1)]"
frio,"[(37, 1)]"
sirene,"[(37, 1)]"
toca,"[(37, 1)]"
parar,"[(37, 1), (66, 1)]"
enlouquecer,"[(37, 1)]"
visões,"[(37, 1)]"
cavalos,"[(37, 1)]"
bato,"[(37, 1)]"
geladeira,"[(37, 1)]"
descobri,"[(37, 1)]"
tarde,"[(37, 1), (73, 1)]"
desmaio,"[(37, 2)]"
vezes,"[(37, 1), (38, 1), (52, 1), (63, 1)]"
apanhar,"[(37, 1)]"
novo,"[(37, 1), (59, 1), (64, 4), (66, 1)]"
acesa,"[(37, 1)]"
noites,"[(37, 1)]"
fico,"[(37, 1)]"
eternidade,"[(37, 1)]"
irmã,"[(37, 1)]"
dormiam,"[(37, 1)]"
chorava,"[(37, 1)]"
pai,"[(37, 2)]"
trancou,"[(37, 1)]"
mutismo,"[(37, 1)]"
falava,"[(37, 1)]"
interrogado,"[(37, 1)]"
solitária,"[(37, 1), (45, 1)]"
belo,"[(37, 1)]"
roupas,"[(37, 1)]"
vista,"[(37, 1), (73, 2)]"
visto,"[(37, 2)]"
coloco,"[(37, 1)]"
posto,"[(37, 1), (38, 3)]"
mala,"[(37, 2)]"
giram,"[(37, 1)]"
infinito,"[(37, 1)]"
param,"[(37, 1)]"
praça,"[(37, 1), (73, 1)]"
envelheceu,"[(37, 1)]"
cantor,"[(37, 1), (42, 1), (44, 1)]"
responde,"[(37, 1)]"
telefonemas,"[(37, 1)]"
arriscado,"[(37, 1)]"
saí,"[(37, 1)]"
redenção,"[(37, 1)]"
oferecem,"[(37, 1)]"
recuperaram,"[(37, 1)]"
decadas,"[(37, 1), (45, 1)]"
abertos,"[(37, 1), (45, 1)]"
biógrafo,"[(37, 1), (45, 1)]"
denunciou,"[(37, 1), (45, 1)]"
alunos,"[(38, 1)]"
viam,"[(38, 1)]"
florestan,"[(38, 12), (66, 1)]"
fernandes,"[(38, 1), (66, 1)]"
entrar,"[(38, 1), (52, 1), (55, 1)]"
aula,"[(38, 1), (63, 1)]"
avental,"[(38, 1)]"
década,"[(38, 1)]"
usp,"[(38, 2), (44, 1)]"
imaginassem,"[(38, 1)]"
sociólogo,"[(38, 1)]"
multifacetado,"[(38, 1)]"
permanece,"[(38, 1)]"
inspirando,"[(38, 1)]"
tamanha,"[(38, 1)]"
formulações,"[(38, 1)]"
sociológicas,"[(38, 1)]"
exilou,"[(38, 1)]"
retorna,"[(38, 1)]"
participa,"[(38, 1)]"
ativamente,"[(38, 1)]"
marcos,"[(38, 1)]"
formulou,"[(38, 2)]"
cidadã,"[(38, 1)]"
intelectuais,"[(38, 1)]"
referenciados,"[(38, 1)]"
importantes,"[(38, 1)]"
capitalista,"[(38, 1)]"
restabelecimento,"[(38, 1)]"
clube,"[(38, 1)]"
editora,"[(38, 1)]"
livraria,"[(38, 1)]"
expressão,"[(38, 1), (51, 1)]"
títulos,"[(38, 1)]"
renomado,"[(38, 1)]"
apontamentos,"[(38, 1)]"
teoria,"[(38, 1)]"
autoritarismo,"[(38, 6), (59, 1)]"
reflexões,"[(38, 1)]"
instrumento,"[(38, 1), (60, 2)]"
conversou,"[(38, 1)]"
renata,"[(38, 1)]"
couto,"[(38, 1)]"
moreira,"[(38, 1), (69, 2)]"
professora,"[(38, 1)]"
santo,"[(38, 1)]"
ufes,"[(38, 1)]"
formação,"[(38, 1)]"
rurais,"[(38, 1)]"
terra,"[(38, 1)]"
mst,"[(38, 1)]"
escrevendo,"[(38, 2)]"
notas,"[(38, 1)]"
exílio,"[(38, 1)]"
estudantes,"[(38, 1), (44, 1), (63, 1)]"
teorização,"[(38, 1)]"
debruçar,"[(38, 1)]"
crítica,"[(38, 1), (44, 1)]"
bastante,"[(38, 4)]"
ambíguo,"[(38, 1)]"
fazia,"[(38, 1)]"
criasse,"[(38, 1)]"
confusão,"[(38, 1)]"
vivenciava,"[(38, 1)]"
pós,"[(38, 1), (49, 1), (59, 2)]"
experiências,"[(38, 1)]"
socialistas,"[(38, 2)]"
soviética,"[(38, 1)]"
ditaduras,"[(38, 3)]"
fascistas,"[(38, 2), (49, 1), (59, 1)]"
estabelecidas,"[(38, 1)]"
cabe,"[(38, 1)]"
nele,"[(38, 1)]"
autoritárias,"[(38, 1)]"
tirânica,"[(38, 1)]"
associa,"[(38, 2)]"
despotismo,"[(38, 1)]"
