Word,Documents
atividade,"[(13, 2), (32, 3), (48, 1), (59, 1)]"
contratação,"[(13, 1)]"
continuava,"[(13, 1)]"
recrutar,"[(13, 1)]"
república,"[(13, 1), (15, 1), (29, 1), (48, 2), (61, 1), (70, 2)]"
centro,"[(13, 1), (20, 1), (29, 2), (36, 1), (59, 1), (64, 2)]"
africana,"[(13, 1)]"
resposta,"[(13, 2), (32, 1), (51, 1), (63, 1), (69, 1)]"
comunicação,"[(13, 1), (60, 2), (70, 1)]"
especializado,"[(13, 2)]"
aquila,"[(13, 1)]"
international,"[(13, 1)]"
tratativas,"[(13, 1)]"
potencial,"[(13, 2), (33, 1)]"
cliente,"[(13, 1)]"
prematuro,"[(13, 1)]"
pra,"[(13, 1), (43, 2), (55, 1), (58, 1)]"
divulgar,"[(13, 1), (55, 1), (60, 2), (70, 1)]"
detalhes,"[(13, 1)]"
preferimos,"[(13, 1)]"
silêncio,"[(13, 1)]"
radio,"[(13, 1)]"
leia,"[(13, 1), (15, 1), (37, 1), (45, 1), (53, 1), (62, 1), (69, 1), (70, 1)]"
indica,"[(13, 1), (28, 1)]"
suposta,"[(13, 1), (19, 1), (23, 1)]"
inatividade,"[(13, 1)]"
verdadeira,"[(13, 1)]"
blog,"[(13, 1), (61, 1)]"
revista,"[(13, 1), (56, 1)]"
assinado,"[(13, 1), (26, 1), (59, 1)]"
documentos,"[(13, 1)]"
ostentando,"[(13, 1)]"
patente,"[(13, 1)]"
algo,"[(13, 1), (18, 1), (21, 2), (33, 1), (34, 2), (37, 1), (45, 1), (51, 1), (64, 2)]"
considerado,"[(13, 1), (55, 1)]"
incomum,"[(13, 1)]"
serviço,"[(13, 1), (63, 1)]"
comandante,"[(13, 1), (34, 1)]"
infantaria,"[(13, 1)]"
paraquedista,"[(13, 1), (15, 1)]"
tropa,"[(13, 1)]"
elite,"[(13, 1), (34, 1), (63, 1)]"
participado,"[(13, 1)]"
paz,"[(13, 1), (37, 1), (62, 1)]"
haiti,"[(13, 1)]"
chefiou,"[(13, 1)]"
cebw,"[(13, 1)]"
missão,"[(13, 1), (34, 1)]"
aquisição,"[(13, 1), (32, 1)]"
material,"[(13, 1), (37, 1), (45, 1)]"
oferecer,"[(13, 1), (24, 1)]"
assessoramento,"[(13, 1)]"
treinamento,"[(13, 1)]"
apoio,"[(13, 1), (19, 1), (22, 1), (25, 1), (30, 1), (33, 1), (51, 2), (67, 1), (74, 1)]"
operacional,"[(13, 1)]"
logístico,"[(13, 1)]"
governos,"[(13, 1), (32, 1), (33, 1), (38, 3), (66, 1)]"
embaixadas,"[(13, 1)]"
organizações,"[(13, 2), (26, 1), (33, 1), (36, 1), (39, 1), (51, 1)]"
governamentais,"[(13, 1)]"
multinacionais,"[(13, 1), (38, 1)]"
atuam,"[(13, 1), (31, 1)]"
ambientes,"[(13, 1)]"
operacionais,"[(13, 1)]"
complexos,"[(13, 1)]"
existência,"[(13, 1), (18, 1), (33, 1), (38, 1)]"
instabilidade,"[(13, 1)]"
altos,"[(13, 1)]"
criminalidade,"[(13, 1)]"
terrorismo,"[(13, 1)]"
armado,"[(13, 1)]"
confira,"[(13, 1), (28, 1), (34, 1), (52, 1), (73, 1)]"
vídeo,"[(13, 1), (16, 1), (36, 2), (70, 6)]"
arregimentar,"[(13, 1)]"
discussão,"[(14, 1), (32, 1), (75, 1)]"
deputado,"[(14, 1), (38, 1), (50, 1), (58, 1), (59, 1), (60, 1), (62, 2), (66, 1), (68, 3), (69, 1), (70, 2), (75, 1)]"
zeca,"[(14, 4), (58, 1), (75, 4)]"
dirceu,"[(14, 4), (58, 1), (75, 4)]"
levou,"[(14, 1), (59, 1), (62, 1), (75, 1)]"
encerramento,"[(14, 1), (73, 2), (75, 1)]"
noite,"[(14, 1), (35, 1), (73, 1), (75, 1)]"
câmara,"[(14, 1), (31, 1), (33, 1), (50, 1), (58, 1), (62, 1), (65, 2), (66, 1), (68, 2), (69, 1), (70, 1), (75, 1)]"
encerrada,"[(14, 1), (75, 1)]"
duração,"[(14, 1), (66, 1), (75, 1)]"
age,"[(14, 1), (63, 1), (75, 1)]"
tigrão,"[(14, 1), (75, 1)]"
deficiência,"[(14, 1), (75, 1)]"
tchutchuca,"[(14, 3), (75, 3)]"
turma,"[(14, 1), (57, 3), (75, 1)]"
privilegiada,"[(14, 1), (75, 1)]"
microfone,"[(14, 1), (75, 1)]"
dirigiu,"[(14, 1), (69, 1), (75, 1)]"
respondeu,"[(14, 1), (15, 1), (25, 1), (53, 1), (63, 2), (75, 1)]"
falte,"[(14, 1), (75, 1)]"
comigo,"[(14, 1), (75, 1)]"
mãe,"[(14, 1), (34, 1), (37, 2), (75, 1)]"
assista,"[(14, 1), (75, 1)]"
fala,"[(14, 1), (34, 2), (59, 1), (62, 1), (63, 1), (75, 1)]"
hahahahha,"[(14, 1), (75, 1)]"
parabéns,"[(14, 1), (75, 1)]"
considerar,"[(15, 1), (21, 2)]"
honra,"[(15, 1)]"
privilégio,"[(15, 1)]"
presidir,"[(15, 1)]"
presidência,"[(15, 2), (20, 1), (59, 1), (62, 1), (70, 3)]"
abacaxi,"[(15, 6)]"
graças,"[(15, 2), (70, 1)]"
deus,"[(15, 2), (34, 1), (56, 1), (70, 1)]"
ficará,"[(15, 1)]"
pouco,"[(15, 4), (18, 1), (34, 1), (37, 1), (50, 3), (55, 1), (62, 1), (63, 1), (66, 1)]"
tocando,"[(15, 2)]"
barco,"[(15, 2)]"
declaração,"[(15, 3), (20, 1), (28, 1), (49, 3), (54, 2), (62, 1)]"
espírito,"[(15, 1), (26, 1), (38, 1)]"
proferida,"[(15, 1)]"
rodriguez,"[(15, 1), (56, 1)]"
imagina,"[(15, 2)]"
ficar,"[(15, 2), (34, 1), (37, 1), (59, 1), (68, 1)]"
antes,"[(15, 2), (18, 1), (23, 1), (29, 1), (35, 2), (37, 2), (49, 1), (55, 1), (63, 1), (66, 1)]"
retornar,"[(15, 1), (37, 2)]"
quantidade,"[(15, 1)]"
costas,"[(15, 1), (37, 1), (45, 1)]"
gente,"[(15, 1), (34, 10), (35, 5), (37, 1), (38, 1), (45, 1), (52, 1), (67, 1), (71, 2)]"
visando,"[(15, 1)]"
minimizar,"[(15, 2), (39, 1), (55, 1)]"
teor,"[(15, 1)]"
repórteres,"[(15, 1)]"
questionarem,"[(15, 1)]"
alguma,"[(15, 1), (19, 1), (34, 1), (35, 1), (37, 1), (50, 2)]"
reeleição,"[(15, 1)]"
israelense,"[(15, 1), (18, 2), (28, 2), (62, 1)]"
benjamin,"[(15, 1), (18, 1), (62, 1), (66, 1)]"
netanyahu,"[(15, 1), (18, 5), (62, 2), (66, 1)]"
jeito,"[(15, 1)]"
nenhum,"[(15, 1), (21, 1), (23, 1)]"
sexagenário,"[(15, 1)]"
afinidade,"[(15, 1)]"
capitão,"[(15, 1)]"
sabemos,"[(15, 1), (32, 2), (58, 1)]"
netanael,"[(15, 1)]"
passageiro,"[(15, 2)]"
daqui,"[(15, 1), (35, 1)]"
muda,"[(15, 1)]"
tentar,"[(15, 1)]"
corrigir,"[(15, 1)]"
tentou,"[(15, 1), (50, 1), (55, 1)]"
estrago,"[(15, 1)]"
feito,"[(15, 1), (16, 1), (23, 1), (34, 1), (48, 1), (59, 1), (66, 1), (70, 1)]"
abrir,"[(15, 1), (25, 1), (30, 1), (33, 2), (62, 4), (67, 2)]"
escritório,"[(15, 1), (62, 5)]"
jerusalém,"[(15, 2), (28, 1), (62, 8)]"
contrário,"[(15, 1), (49, 1)]"
promessa,"[(15, 1), (62, 1)]"
campanha,"[(15, 1), (21, 1), (40, 1), (56, 1), (59, 2), (69, 1)]"
desseguir,"[(15, 1)]"
exemplo,"[(15, 1), (32, 1), (34, 1), (68, 1)]"
embaixada,"[(15, 1), (62, 12)]"
tel,"[(15, 1), (18, 1), (62, 4)]"
aviv,"[(15, 1), (18, 1), (62, 4)]"
desagradou,"[(15, 1)]"
árabes,"[(15, 1), (18, 1), (62, 2)]"
ameaça,"[(15, 1), (28, 1), (51, 2), (69, 1)]"
dólares,"[(15, 1), (20, 1), (29, 1)]"
procurar,"[(15, 1), (34, 1)]"
encrenca,"[(15, 1)]"
ninguém,"[(15, 1), (18, 1), (35, 5), (37, 4), (55, 1), (66, 1)]"
quero,"[(15, 1), (37, 2), (45, 2), (60, 2)]"
solução,"[(15, 1), (33, 1)]"
puderem,"[(15, 1)]"
negócio,"[(15, 1)]"
conosco,"[(15, 1)]"
carinho,"[(15, 1)]"
consideração,"[(15, 1)]"
respeitar,"[(15, 1), (51, 1), (71, 2)]"
povo,"[(15, 1), (63, 1), (70, 2), (71, 2)]"
palestino,"[(15, 1), (69, 1)]"
posso,"[(15, 1), (37, 4), (45, 1), (50, 2)]"
concordar,"[(15, 1), (21, 1)]"
terroristas,"[(15, 1), (25, 1), (51, 1)]"
complica,"[(15, 1)]"
iria,"[(15, 1), (67, 1)]"
biografia,"[(15, 1)]"
combati,"[(15, 1)]"
pessoal,"[(15, 1), (23, 1), (31, 1)]"
esquerdalha,"[(15, 1)]"
hamas,"[(15, 1), (18, 1), (69, 1)]"
palestina,"[(15, 1)]"
controla,"[(15, 1)]"
faixa,"[(15, 1), (18, 5)]"
gaza,"[(15, 1), (18, 7)]"
wikileaks,"[(16, 1)]"
publicou,"[(16, 1), (18, 1), (23, 1), (32, 1), (42, 1), (44, 1), (59, 1)]"
imagens,"[(16, 1), (20, 1), (35, 2)]"
gravação,"[(16, 1)]"
britânicos,"[(16, 1)]"
treinando,"[(16, 1)]"
tiro,"[(16, 1), (37, 1), (59, 1)]"
alvo,"[(16, 1), (53, 2), (68, 1)]"
imagem,"[(16, 1), (44, 1), (60, 2), (64, 1)]"
oposicionista,"[(16, 1)]"
jeremy,"[(16, 1)]"
corbyn,"[(16, 2)]"
leaked,"[(16, 1)]"
video,"[(16, 1)]"
emerges,"[(16, 1)]"
troops,"[(16, 1)]"
using,"[(16, 1)]"
image,"[(16, 1)]"
main,"[(16, 1)]"
opposition,"[(16, 1)]"
leader,"[(16, 1)]"
target,"[(16, 1)]"
practice,"[(16, 1)]"
sky,"[(16, 1)]"
news,"[(16, 1), (59, 1)]"
lançou,"[(16, 1), (38, 1), (59, 1)]"
episódio,"[(16, 1)]"
confirmou,"[(16, 1), (70, 1)]"
registro,"[(16, 2)]"
porta,"[(16, 1), (19, 1), (23, 2), (25, 1), (26, 2), (31, 1), (37, 4), (67, 2)]"
voz,"[(16, 2), (19, 1), (23, 2), (25, 1), (26, 2), (31, 1), (43, 1)]"
comportamento,"[(16, 1)]"
soldados,"[(16, 1)]"
totalmente,"[(16, 1), (62, 1)]"
inaceitável,"[(16, 1), (49, 1)]"
batalhão,"[(16, 1)]"
regimento,"[(16, 1)]"
paraquedistas,"[(16, 1)]"
cabul,"[(16, 1)]"
afeganistão,"[(16, 1)]"
partido,"[(16, 1), (22, 1), (28, 2), (29, 1), (32, 1), (34, 2), (38, 1), (49, 3), (52, 1), (54, 1), (59, 3), (64, 5), (71, 2), (73, 1), (74, 3)]"
aposição,"[(16, 1)]"
britânica,"[(16, 1)]"
defensor,"[(16, 1), (32, 3), (58, 1), (70, 1)]"
ideias,"[(16, 1), (26, 1)]"
esquerda,"[(16, 1), (28, 2), (49, 5), (51, 1), (52, 3), (54, 3), (58, 2), (59, 3), (71, 2)]"
venezuelana,"[(17, 1)]"
iniciou,"[(17, 1)]"
penal,"[(17, 1), (55, 1)]"
autoproclamado,"[(17, 2), (23, 1)]"
interino,"[(17, 3)]"
venezuela,"[(17, 3), (19, 3), (24, 2), (27, 6), (63, 1), (66, 1)]"
juan,"[(17, 2), (24, 1)]"
guaidó,"[(17, 6), (24, 1)]"
anunciou,"[(17, 1), (25, 1), (33, 1), (62, 1)]"
comitê,"[(17, 1), (24, 1), (36, 2), (49, 2)]"
legislação,"[(17, 1), (24, 1), (32, 1), (61, 1), (65, 1)]"
constituinte,"[(17, 3), (38, 1)]"
julio,"[(17, 1)]"
garcía,"[(17, 2)]"
serpa,"[(17, 2)]"
conduzido,"[(17, 1)]"
supremo,"[(17, 2), (32, 1), (48, 1), (55, 3), (57, 3), (61, 1), (65, 1)]"
procurador,"[(17, 1), (73, 1)]"
aprovou,"[(17, 1)]"
continuidade,"[(17, 1)]"
diosdado,"[(17, 2)]"
cabello,"[(17, 2)]"
explicou,"[(17, 1), (23, 1), (59, 2)]"
significa,"[(17, 1), (24, 1)]"
imunidade,"[(17, 2)]"
parlamentar,"[(17, 2), (49, 1), (53, 1), (68, 1), (69, 1), (71, 1)]"
realizado,"[(17, 1)]"
âmbito,"[(17, 1), (32, 2)]"
assegurou,"[(17, 1), (19, 1), (23, 1)]"
decidirá,"[(17, 1)]"
evidências,"[(17, 1)]"
relevantes,"[(17, 1)]"
advogado,"[(17, 1), (50, 1)]"
traição,"[(17, 1), (20, 1)]"
pátria,"[(17, 1)]"
declarou,"[(17, 2), (49, 2), (55, 1), (63, 2)]"
anteriormente,"[(17, 1), (53, 1)]"
stj,"[(17, 1), (57, 2)]"
pediu,"[(17, 1)]"
suspender,"[(17, 1), (65, 1)]"
venezuelano,"[(17, 1), (24, 1)]"
contestar,"[(17, 1)]"
maduro,"[(17, 3), (19, 2), (24, 2)]"
reconheceram,"[(17, 1)]"
pediram,"[(17, 1), (51, 1)]"
demitisse,"[(17, 1)]"
chamou,"[(17, 1)]"
marionete,"[(17, 1)]"
norte,"[(17, 1), (21, 1), (25, 2), (33, 2), (45, 1), (47, 1), (61, 1), (62, 1), (63, 1)]"
americana,"[(17, 1), (22, 1), (33, 1), (59, 1), (62, 1)]"
acusou,"[(17, 1), (50, 1)]"
tentarem,"[(17, 1)]"
orquestrar,"[(17, 1)]"
descarta,"[(18, 1), (23, 1), (27, 1)]"
reocupar,"[(18, 2)]"
militarmente,"[(18, 1)]"
opções,"[(18, 1), (27, 1)]"
mesa,"[(18, 1), (66, 1)]"
ocupação,"[(18, 1)]"
dependendo,"[(18, 1), (30, 1)]"
emissora,"[(18, 1), (20, 1), (59, 1)]"
rádio,"[(18, 1), (59, 1), (73, 1)]"
kan,"[(18, 1)]"
viajar,"[(18, 1)]"
moscou,"[(18, 1)]"
encontrar,"[(18, 1), (34, 1), (59, 1)]"
russo,"[(18, 1)]"
vladimir,"[(18, 1)]"
putin,"[(18, 1)]"
última,"[(18, 1), (37, 1), (58, 1), (62, 1), (69, 1)]"
opção,"[(18, 2)]"
premiê,"[(18, 1), (62, 1)]"
maariv,"[(18, 1)]"
eleições,"[(18, 1), (29, 1), (58, 1), (63, 1), (66, 2), (73, 1)]"
israelenses,"[(18, 1)]"
pronto,"[(18, 1), (50, 1)]"
executado,"[(18, 1)]"
escolhido,"[(18, 1)]"
urnas,"[(18, 1)]"
tirando,"[(18, 1)]"
tropas,"[(18, 1), (25, 1), (27, 1)]"
agricultores,"[(18, 1)]"
deixando,"[(18, 1), (32, 1), (34, 1)]"
controlar,"[(18, 1), (29, 1)]"
entra,"[(18, 1), (32, 1), (37, 1)]"
entrou,"[(18, 1)]"
governar,"[(18, 1)]"
palestinos,"[(18, 1)]"
outra,"[(18, 1), (23, 1), (34, 1), (37, 1), (56, 1)]"
entregar,"[(18, 1)]"
território,"[(18, 1), (19, 1)]"
acha,"[(18, 1), (53, 1), (56, 1), (60, 2)]"
impossível,"[(18, 1)]"
falei,"[(18, 1), (43, 1)]"
muitos,"[(18, 1), (33, 1), (38, 1)]"
calmaria,"[(18, 1)]"
descartou,"[(18, 1), (62, 1)]"
político,"[(18, 1), (22, 1), (34, 1), (35, 2), (38, 2), (49, 1), (51, 1), (59, 2), (60, 2), (64, 5), (66, 1)]"
desmentiu,"[(19, 1)]"
informações,"[(19, 1), (23, 1), (24, 1), (30, 1), (31, 1), (34, 1), (60, 2)]"
presença,"[(19, 1), (27, 1), (29, 1), (34, 1), (73, 1)]"
assessorar,"[(19, 1)]"
nicolás,"[(19, 2), (24, 1)]"
asiático,"[(19, 1)]"
reitera,"[(19, 1)]"
postura,"[(19, 1)]"
ingerência,"[(19, 1), (24, 2)]"
assuntos,"[(19, 1), (55, 1), (65, 1), (66, 1)]"
internos,"[(19, 1), (51, 1)]"
geng,"[(19, 1), (26, 3)]"
shuang,"[(19, 1), (26, 1)]"
relações,"[(19, 3), (24, 1), (25, 2), (26, 1), (27, 1), (28, 2), (30, 1), (35, 1), (38, 1), (49, 1), (52, 1), (59, 1), (71, 1)]"
exteriores,"[(19, 1), (24, 1), (25, 1), (26, 1), (27, 1), (28, 2), (30, 1), (49, 1), (52, 1), (71, 1)]"
notícias,"[(19, 1), (27, 1), (51, 1), (70, 1)]"
falsas,"[(19, 1)]"
promove,"[(19, 1), (73, 1)]"
busca,"[(19, 1), (59, 2), (67, 1)]"
pacífica,"[(19, 1)]"
dialogo,"[(19, 1)]"
sul,"[(19, 1), (24, 1), (73, 2)]"
sempre,"[(19, 1), (23, 1), (26, 1), (34, 1), (37, 1), (60, 2), (64, 1), (67, 1)]"
clara,"[(19, 1), (24, 1), (44, 1), (74, 1)]"
apoiamos,"[(19, 1)]"
firmeza,"[(19, 1)]"
leis,"[(19, 1), (34, 1), (38, 1)]"
normas,"[(19, 1)]"
básicas,"[(19, 1)]"
opomos,"[(19, 1)]"
interferência,"[(19, 1)]"
estrangeira,"[(19, 1)]"
internas,"[(19, 1)]"
nações,"[(19, 1), (25, 1), (51, 1), (70, 1)]"
surgimento,"[(19, 1), (32, 1), (49, 1)]"
bilaterais,"[(19, 1), (25, 1)]"
manifestou,"[(19, 1), (22, 1), (49, 1)]"
firme,"[(19, 1)]"
esforços,"[(19, 1), (24, 1)]"
salvaguardar,"[(19, 1)]"
soberania,"[(19, 1)]"
independência,"[(19, 1), (74, 2)]"
estabilidade,"[(19, 1), (33, 1)]"
intromissão,"[(19, 1)]"
nissan,"[(20, 4)]"
mitsubishi,"[(20, 2)]"
renault,"[(20, 4)]"
ghosn,"[(20, 5)]"
preso,"[(20, 1), (34, 1), (35, 2), (36, 1), (37, 4), (45, 2), (57, 1)]"
novamente,"[(20, 1), (25, 1)]"
tóquio,"[(20, 2)]"
japão,"[(20, 2)]"
acusação,"[(20, 2)]"
conduta,"[(20, 2)]"
financeira,"[(20, 2), (38, 1)]"
libertado,"[(20, 2)]"
fiança,"[(20, 2)]"
detenção,"[(20, 1)]"
veiculadas,"[(20, 1)]"
nhk,"[(20, 2)]"
procuradores,"[(20, 1), (48, 1), (61, 1)]"
japoneses,"[(20, 1)]"
entraram,"[(20, 1), (25, 1)]"
casa,"[(20, 1), (21, 1), (31, 3), (37, 2), (47, 1), (56, 1), (67, 1)]"
temporária,"[(20, 1)]"
cidade,"[(20, 1), (22, 1), (23, 1), (62, 1)]"
levaram,"[(20, 1), (59, 1)]"
sede,"[(20, 1), (35, 1)]"
prisão,"[(20, 1), (34, 1), (35, 2), (36, 1), (37, 2), (45, 1), (55, 2), (57, 1), (59, 1), (63, 2), (64, 3), (66, 1)]"
denúncia,"[(20, 1), (37, 1), (45, 1), (73, 1)]"
acusado,"[(20, 2), (73, 1)]"
distribuidora,"[(20, 1)]"
omã,"[(20, 1)]"
oriente,"[(20, 1)]"
médio,"[(20, 1)]"
utilizado,"[(20, 1), (32, 1)]"
adquirir,"[(20, 1)]"
iate,"[(20, 1)]"
pessoais,"[(20, 1), (71, 2), (74, 1)]"
considerada,"[(20, 1)]"
rara,"[(20, 1)]"
dificilmente,"[(20, 1)]"
detida,"[(20, 1)]"
colocada,"[(20, 1), (26, 1)]"
mediante,"[(20, 1), (61, 1)]"
denúncias,"[(20, 1)]"
inquéritos,"[(20, 1)]"
ligados,"[(20, 1)]"
inicialmente,"[(20, 1)]"
subnotificado,"[(20, 1)]"
transferido,"[(20, 1)]"
ilegalmente,"[(20, 1)]"
função,"[(20, 1), (34, 1)]"
escândalo,"[(20, 1)]"
demitido,"[(20, 1)]"
renunciou,"[(20, 1)]"
comando,"[(20, 1), (55, 1)]"
formam,"[(20, 1)]"
aliança,"[(20, 1), (21, 3)]"
automotiva,"[(20, 1)]"
alega,"[(20, 1), (23, 1)]"
inocência,"[(20, 1)]"
vítima,"[(20, 1), (48, 1)]"
compl,"[(20, 1)]"
executivos,"[(20, 1)]"
planejam,"[(20, 1), (29, 1)]"
parceria,"[(20, 1)]"
penitenciária,"[(20, 1)]"
capital,"[(20, 1), (29, 1), (36, 1), (38, 4), (59, 1)]"
precisou,"[(20, 1)]"
desemblosar,"[(20, 1)]"
ienes,"[(20, 1)]"
equivalente,"[(20, 1)]"
ocasião,"[(20, 1), (63, 1)]"
determinou,"[(20, 1)]"
deveria,"[(20, 1), (34, 1), (71, 2)]"
submetido,"[(20, 1), (30, 1)]"
série,"[(20, 1), (29, 1), (67, 1)]"
medidas,"[(20, 1), (24, 1), (29, 2), (30, 1), (58, 2), (60, 2), (65, 1), (70, 2)]"
cautelares,"[(20, 1)]"
vigilância,"[(20, 1)]"
comunicações,"[(20, 1)]"
deslocamentos,"[(20, 1)]"
otan,"[(21, 10), (25, 1)]"
américa,"[(21, 5), (38, 3), (51, 1), (59, 1), (66, 1)]"
latina,"[(21, 5), (38, 3), (51, 1), (59, 1), (66, 1)]"
juntarem,"[(21, 1)]"
lista,"[(21, 1), (27, 1), (33, 1)]"
parceiros,"[(21, 6), (30, 1)]"
secretário,"[(21, 1), (25, 2), (27, 1), (56, 1)]"
jens,"[(21, 1)]"
stoltenberg,"[(21, 3)]"
aparentemente,"[(21, 1)]"
descartando,"[(21, 1)]"
tornar,"[(21, 5)]"
membro,"[(21, 2), (24, 1), (38, 1)]"
integral,"[(21, 1)]"
tratado,"[(21, 2)]"
atlântico,"[(21, 1)]"
parceiro,"[(21, 6)]"
conseguimos,"[(21, 1)]"
reuters,"[(21, 1), (62, 1), (70, 2)]"
claro,"[(21, 3), (60, 2), (69, 1)]"
possível,"[(21, 2), (32, 1), (34, 1), (55, 1), (57, 1), (60, 2)]"
tornarem,"[(21, 1)]"
forneceria,"[(21, 1)]"
plataforma,"[(21, 1), (60, 1)]"
estrutura,"[(21, 1), (38, 2)]"
estreita,"[(21, 1)]"
cooperação,"[(21, 2), (26, 4), (27, 1), (33, 1)]"
coletiva,"[(21, 1), (26, 1), (59, 2), (63, 1)]"
conjunta,"[(21, 1), (62, 1)]"
designaria,"[(21, 1)]"
importante,"[(21, 1), (31, 1), (34, 1), (35, 1), (38, 3), (66, 1)]"
aliado,"[(21, 2), (25, 2)]"
extra,"[(21, 1)]"
poderia,"[(21, 2), (27, 1), (48, 1), (62, 1)]"
apoiando,"[(21, 1)]"
implicaria,"[(21, 1)]"
filiação,"[(21, 2)]"
completa,"[(21, 1), (32, 1), (36, 1), (49, 1), (51, 1), (66, 1), (70, 1)]"
adesão,"[(21, 1)]"
limitada,"[(21, 1)]"
ocidental,"[(21, 1)]"
turquia,"[(21, 1), (25, 6), (33, 1)]"
canadá,"[(21, 1), (33, 1)]"
incluam,"[(21, 1)]"
zelândia,"[(21, 1), (23, 2)]"
suécia,"[(21, 1)]"
finlândia,"[(21, 1)]"
perguntado,"[(21, 1)]"
membros,"[(21, 3), (30, 1), (34, 1), (49, 1), (59, 1), (67, 1)]"
trabalhamos,"[(21, 1)]"
intimamente,"[(21, 1)]"
politicamente,"[(21, 1), (66, 1)]"
fortalecer,"[(21, 1)]"
questionado,"[(21, 1), (32, 1), (55, 1), (61, 1), (63, 2)]"
bem,"[(21, 1), (26, 1), (51, 1)]"
alguém,"[(21, 1), (34, 2), (37, 1)]"
propor,"[(21, 1)]"
acabamos,"[(21, 1)]"
desejo,"[(21, 1), (25, 1)]"
expresso,"[(21, 1)]"
precisamos,"[(21, 1), (34, 1)]"
regulamentada,"[(21, 1)]"
artigo,"[(21, 1), (45, 3), (55, 1), (61, 1)]"
limita,"[(21, 1)]"
convites,"[(21, 1)]"
europeus,"[(21, 1)]"
sujeitos,"[(21, 1)]"
critérios,"[(21, 1)]"
terceira,"[(22, 1), (64, 1)]"
chicago,"[(22, 1)]"
governada,"[(22, 1)]"
mulher,"[(22, 1), (34, 1), (59, 1)]"
negra,"[(22, 1)]"
homossexual,"[(22, 1)]"
procuradora,"[(22, 1)]"
lori,"[(22, 1)]"
lightfoot,"[(22, 3)]"
democrata,"[(22, 2), (24, 1), (49, 1)]"
superou,"[(22, 1)]"
adversária,"[(22, 1)]"
toni,"[(22, 1)]"
preckwinkle,"[(22, 2)]"
afro,"[(22, 1), (49, 1)]"
margem,"[(22, 1)]"
quase,"[(22, 1), (35, 1)]"
votos,"[(22, 1), (57, 1)]"
limitaram,"[(22, 1)]"
criaram,"[(22, 1)]"
movimento,"[(22, 1), (23, 3), (28, 2), (34, 1), (38, 2), (40, 1), (49, 3), (51, 1), (54, 1), (56, 1), (59, 4), (69, 1), (71, 1)]"
centenas,"[(22, 1)]"
apoiadores,"[(22, 1), (35, 1), (36, 1)]"
trata,"[(22, 1), (24, 1), (39, 1), (66, 1), (68, 1)]"
caminho,"[(22, 1), (25, 1), (33, 1), (37, 1), (58, 1)]"
extrema,"[(23, 3), (34, 2), (35, 1), (49, 1), (54, 2), (59, 1)]"
direita,"[(23, 3), (28, 1), (34, 4), (35, 1), (49, 1), (54, 2), (59, 2), (64, 1)]"
francês,"[(23, 4), (35, 1)]"
génération,"[(23, 2)]"
identitaire,"[(23, 2)]"
identitária,"[(23, 3)]"
português,"[(23, 1), (36, 1), (56, 1)]"
recebeu,"[(23, 1), (59, 2)]"
doações,"[(23, 2)]"
assassino,"[(23, 1)]"
christchurch,"[(23, 2)]"
contabilizando,"[(23, 1)]"
euros,"[(23, 1)]"
bancária,"[(23, 2)]"
grupo,"[(23, 3), (27, 1), (30, 1), (32, 1), (33, 1), (34, 1), (37, 2)]"
confirmando,"[(23, 1)]"
austríaca,"[(23, 1)]"
fechadas,"[(23, 1)]"
romain,"[(23, 1)]"
spino,"[(23, 1)]"
representante,"[(23, 1), (27, 1)]"
line,"[(23, 2)]"
feitas,"[(23, 1), (34, 1), (52, 1), (53, 1), (58, 1), (59, 1), (69, 1)]"
stripe,"[(23, 1)]"
encontrou,"[(23, 1)]"
arquivos,"[(23, 1), (34, 1), (37, 1), (45, 1)]"
breton,"[(23, 3)]"
tarrant,"[(23, 8)]"
autor,"[(23, 2), (38, 1)]"
espino,"[(23, 2)]"
extremista,"[(23, 1)]"
australiano,"[(23, 1)]"
fascista,"[(23, 1), (38, 1), (49, 3), (59, 2), (63, 1)]"
assassinou,"[(23, 1)]"
mesquitas,"[(23, 1)]"
contato,"[(23, 2), (52, 1), (70, 1)]"
carnificina,"[(23, 1)]"
dizendo,"[(23, 1), (25, 1), (37, 1), (63, 1)]"
tratava,"[(23, 1)]"
doação,"[(23, 3)]"
qualquer,"[(23, 2), (30, 1), (49, 1), (53, 1)]"
planeta,"[(23, 1)]"
compartilha,"[(23, 1)]"
brenton,"[(23, 4)]"
chama,"[(23, 1), (38, 1)]"
terrorista,"[(23, 1), (37, 2)]"
intenções,"[(23, 1), (52, 1)]"
focadas,"[(23, 1)]"
violência,"[(23, 1), (34, 2), (49, 1), (59, 2)]"
concentram,"[(23, 1)]"
regras,"[(23, 1), (30, 1), (33, 3), (48, 1)]"
comunicado,"[(23, 1), (51, 1)]"
fazendo,"[(23, 1), (38, 1), (39, 1), (67, 1)]"
justamente,"[(23, 1), (38, 1)]"
forçar,"[(23, 1), (66, 1)]"
atacar,"[(23, 1), (68, 1)]"
provocar,"[(23, 1)]"
reação,"[(23, 1), (66, 1)]"
radical,"[(23, 1)]"
lado,"[(23, 1), (33, 1), (34, 1), (37, 1), (38, 2), (62, 1), (63, 1), (66, 1), (73, 1)]"
agimos,"[(23, 1)]"
violenta,"[(23, 1), (60, 2)]"
despertar,"[(23, 1)]"
consciências,"[(23, 1)]"
